"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2461653,"female","$40K-$49,999","South","black","H/W, own children only, oldest child under 6 years old",0.5261,".33-1.19 million","apartment or flat",845,3945,0,2481,1316,240,0
2461792,"male","<$5K","West","white","single person",NA,"1.2-4 million","end row or end townhouse",0,1900,0,75,0,0,1700
2461803,"male","$30K-$39,999","South","white","Husband and wife only",NA,"less than 125 thousand","single family detached",1300,779,0,508,260,228,0
2461942,"male","$15K-$19,999","West","white","single person",0.1729,"4 million+","single family detached",1760,3730,42,1223,356.2,177,0
2461965,"male","$50K-$69,999","Northeast","white","other household",0.649,"4 million+","garden",2340,3750,0,17426,669,985,0
2462102,"female","$15K-$19,999","West","native american","one parent, female, at least one child under 18 years old",0.195,"125-329 thousand","3-plex or 4-plex",325,1769,100,740,0,100,30
2462133,"male","$50K-$69,999","Midwest","white","Husband and wife only",0.5499,"less than 125 thousand","apartment or flat",1365,2872,0,1538,900,195,0
2462232,"female","$15K-$19,999","South","black","H/W, own children only, oldest child under 6 years old",0.2002,"4 million+","single family detached",845,4558,23,1341,80,0,0
2462253,"female","$5K-$9,999","South","black","one parent, female, at least one child under 18 years old",0.0855,"1.2-4 million","apartment or flat",494,897,130,850,500,180,0
2462382,"male","$70K+","West","white","other household",0.6747,"4 million+","garden",910,3134,534,1219,30,655,80
2462404,"female","$15K-$19,999","Northeast","white","Husband and wife only",0.2146,"125-329 thousand","apartment or flat",2285,6410,1300,1074,120,599,0
2462453,"female","$70K+","West","white","H/W, own children only, oldest child over 17 years old",NA,"4 million+","single family detached",3705,23325,778,1892,180,510,0
2462592,"female","$70K+","South","white","Husband and wife only",0.9059,"4 million+","single family detached",2990,3651,135,2504,1978,635,0
2462593,"female","$70K+","South","white","Husband and wife only",0.9057,"4 million+","single family detached",2275,4429,579,2791,145,3785,0
2462702,"female","$50K-$69,999","South","white","Husband and wife only",NA,"4 million+","single family detached",975,4630,0,2291,1333.4,75,0
2462723,"male","$50K-$69,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.5557,"less than 125 thousand","single family detached",1958,3532,67,1407,2087.7,784,0
2462832,"male","$70K+","South","white","Husband and wife only",0.8814,"4 million+","single family detached",1565,3823,877,20245,878.4,1094,0
2462893,"male","$50K-$69,999","Northeast","white","H/W, own children only, oldest child under 6 years old",0.5472,"4 million+","single family detached",1430,6695,0,731,300,339,0
2462912,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.5617,"less than 125 thousand","single family detached",3130,3886,490,1914,466,608,180
2463073,"female","$5K-$9,999","South","white","other household",0.0589,"125-329 thousand","single family detached",1495,2873,80,1035,981.4,345,0
2463082,"male","<$5K","West","white","H/W, own children only, oldest child over 17 years old",0.0208,"4 million+","single family detached",1690,6730,0,935,0,240,60
2463232,"female","$20K-$29,999","Midwest","black","H/W, own children only, oldest child 6-17 years old",0.3251,"1.2-4 million","single family detached",952,3772,90,1822,160,405,82
2463253,"female","$70K+","South","white","other household",0.821,"less than 125 thousand","single family detached",1875,3607,1819,3424,788,278,1600
2463423,"female","$15K-$19,999","West","white","one parent, female, at least one child under 18 years old",0.1773,"125-329 thousand","single family detached",1885,2787,180,0,0,88,0
2463452,"male","$40K-$49,999","Midwest","white","Husband and wife only",0.5194,"4 million+","single family detached",1560,2479,13,788,5784.4,285,0
2463523,"male","$30K-$39,999","West","white","Other H/W household",0.3385,"125-329 thousand","single family detached",2866,1991,0,1930,24,0,538
2463592,"female","$15K-$19,999","West","white","single person",0.2156,"125-329 thousand","single family detached",624,2230.75,0,325,1187.2,279,0
2463713,"female","<$5K","South","black","single person",0.0109,"4 million+","row or townhouse inner unit",1040,2750,0,240,90,0,0
2463732,"male","$30K-$39,999","Midwest","white","Husband and wife only",0.4171,"1.2-4 million","end row or end townhouse",1392,2814.5,111,1862,3006.4,349,1264
2463863,"female","<$5K","South","white","single person",NA,"1.2-4 million","other",666,2492,0,180,292.7,225,0
2463902,"male","$20K-$29,999","Northeast","white","Husband and wife only",0.246,"125-329 thousand","single family detached",585,3378,128,760,306,95,0
2463934,"male","$50K-$69,999","Midwest","white","other household",0.5735,"125-329 thousand","row or townhouse inner unit",780,1396,79,630,150,153,0
2464002,"male","$40K-$49,999","West","white","other household",0.476,"125-329 thousand","single family detached",2444,3829.75,164,638,369,213,25
2464003,"male","$40K-$49,999","West","white","other household",0.465,"125-329 thousand","single family detached",2988,3769.75,157,1035,404,577,0
2464202,"female","$70K+","Northeast","white","other household",0.7223,"4 million+","single family detached",1840,9663,283,796,1148,564,0
2464203,"female","$70K+","Northeast","white","other household",0.7246,"4 million+","single family detached",1535,9594,832,1490,840,701,0
2464353,"female","$70K+","Midwest","black","Husband and wife only",0.7797,"125-329 thousand","single family detached",2275,9459.25,25,1650,114,189,0
2464422,"female","$70K+","South","black","H/W, own children only, oldest child 6-17 years old",NA,".33-1.19 million","single family detached",1560,2576,79,918,510,281,60
2464493,"female","$70K+","South","white","Other H/W household",0.8035,"1.2-4 million","single family detached",2766,6429,220,1331,2897,979,530
2464542,"male","$40K-$49,999","West","asian","other household",0.524,"4 million+","single family detached",1079,2830,245,225,0,597,2300
2464663,"male","$70K+","South","white","single person",0.6995,"125-329 thousand","single family detached",455,2015,0,300,768.7,228,0
2464692,"male","$70K+","South","black","H/W, own children only, oldest child 6-17 years old",0.9603,".33-1.19 million","single family detached",3162,19047.5,1458,3417,1330,852,0
2464803,"female","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.9796,".33-1.19 million","single family detached",3315,977.5,0,1721,0,180,0
2464892,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8962,"125-329 thousand","single family detached",3805,4758,70,1633,350,72,0
2465053,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.8864,"125-329 thousand","single family detached",2615,5286,0,1473,1530,198,636
2465062,"male","$70K+","West","white","Husband and wife only",0.7274,"125-329 thousand","single family detached",6510,3603.5,1120,500,0,1900,0
2465142,"female","$70K+","West","white","single person",0.9039,"4 million+","duplex",2206,7230,876,1699,0,1432,0
2465223,"male","$5K-$9,999","Midwest","black","other household",0.0682,"4 million+","single family detached",840,2231,306,0,0,321,0
2465292,"female","$50K-$69,999","West","white","other household",0.5958,"125-329 thousand","single family detached",1560,5337,164,3019,2475,160,0
2465393,"female","$10K-$14,999","West","white","single person",0.1501,"4 million+","single family detached",845,1275,0,1217,0,180,0
2465542,"female","$20K-$29,999","Midwest","white","Husband and wife only",0.1478,"less than 125 thousand","single family detached",2600,2057,110,1077,1392.4,246,0
2465583,"female","$50K-$69,999","West","white","H/W, own children only, oldest child 6-17 years old",0.5769,"less than 125 thousand","single family detached",1469,2789,363,1463,1051,255,0
2465662,"female","<$5K","Northeast","white","single person",0.0225,"125-329 thousand","duplex",1235,1621,163,180,0,75,500
2465703,"female","$70K+","West","asian","H/W, own children only, oldest child 6-17 years old",0.8876,"4 million+","single family detached",3418,18628,198,36965,1015,2458,250
2465822,"male","$50K-$69,999","South","white","Husband and wife only",NA,"1.2-4 million","single family detached",2101,3709,40,1116,434,512,0
2465893,"female","$10K-$14,999","South","white","other household",0.1515,"125-329 thousand","mobile home or trailer",1820,1965,0,1860,100,195,0
2465982,"male","$30K-$39,999","West","white","H/W, own children only, oldest child 6-17 years old",0.4591,"125-329 thousand","single family detached",1690,3546,212,2357,220,165,0
2466132,"male","$15K-$19,999","West","white","other household",0.1969,"125-329 thousand","3-plex or 4-plex",1300,2760,27,480,0,150,0
2466163,"female","$40K-$49,999","Northeast","white","other household",0.5278,"125-329 thousand","single family detached",1300,2045,303,1849,312,969,0
2466252,"male","$5K-$9,999","Northeast","asian","single person",0.0643,"4 million+","apartment or flat",2470,3955,0,27660,0,274,0
2466283,"female","$70K+","Midwest","white","Husband and wife only",0.2527,"less than 125 thousand","single family detached",1456,1868,53,460,3049.4,170,0
2466352,"male","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","single family detached",3733,8650,1500,2775,0,165,0
2466374,"female","$10K-$14,999","West","white","single person",0.1627,"125-329 thousand","apartment or flat",780,945,128,117,0,499,300
2466403,"male","$70K+","South","white","Husband and wife only",0.9667,".33-1.19 million","single family detached",3750,6344,1383,25534,454,1997,0
2466522,"male","$5K-$9,999","South","white","single person",NA,"125-329 thousand","apartment or flat",325,1931,250,734,1093.2,0,0
2466603,"female","$5K-$9,999","South","white","one parent, female, at least one child under 18 years old",0.0777,"less than 125 thousand","duplex",1625,150,125,0,0,116,30
2466652,"male","$50K-$69,999","Northeast","white","other household",NA,"4 million+","apartment or flat",1300,4195,50,300,0,180,0
2466762,"female","$30K-$39,999","West","white","H/W, own children only, oldest child over 17 years old",0.366,"1.2-4 million","single family detached",2340,5035,200,966,0,109,0
2466763,"female","$30K-$39,999","West","white","H/W, own children only, oldest child over 17 years old",0.3541,"1.2-4 million","single family detached",1300,2840,190,744,0,0,0
2466873,"female","$70K+","South","white","Husband and wife only",0.7399,"1.2-4 million","single family detached",2145,2203,300,2276,875,348,0
2466905,"male","$5K-$9,999","Midwest","white","single person",0.0543,"125-329 thousand","dormitory",795,2952,68,300,0,205,10583
2466922,"female","$15K-$19,999","South","white","single person",NA,"4 million+","single family detached",975,1669,0,288,63,800,0
2467062,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.6538,".33-1.19 million","single family detached",1300,4643,0,844,200,0,0
2467063,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.6552,".33-1.19 million","single family detached",3260,5639,150,1819,1050,1018,240
2467273,"female","$30K-$39,999","South","white","other household",0.2842,"4 million+","row or townhouse inner unit",1040,7285,142,1091,150,386,0
2467282,"female","$70K+","West","white","single person",0.8836,"125-329 thousand","single family detached",1300,4267,100,715,80,320,0
2467432,"male","$40K-$49,999","Midwest","white","other household",0.5118,"1.2-4 million","single family detached",1600,3715,265,1003,384,1364,0
2467433,"male","$40K-$49,999","Midwest","white","other household",0.5059,"1.2-4 million","single family detached",1935,3753,60,4478,0,252,0
2467573,"male","$50K-$69,999","West","white","other household",0.5487,"4 million+","apartment or flat",2730,5349,172,420,0,141,0
2467652,"female","$15K-$19,999","Midwest","white","single person",0.1623,"1.2-4 million","single family detached",260,1054,0,0,930.2,0,0
2467793,"male","$70K+","Midwest","white","Husband and wife only",0.9733,"4 million+","single family detached",2425,5782,665,2291,2302.4,925,0
2467832,"male","$50K-$69,999","West","white","H/W, own children only, oldest child over 17 years old",0.6141,"125-329 thousand","single family detached",1378,1933,21,1871,4065.2,350,0
2467963,"female","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.7867,"4 million+","single family detached",1550,5796,958,4053,682,323,0
2468032,"male","$50K-$69,999","Midwest","white","single person",0.5653,"1.2-4 million","single family detached",3640,2805,0,600,289.2,790,0
2468193,"female","$30K-$39,999","Midwest","white","other household",0.395,"125-329 thousand","apartment or flat",786,2720,633,546,330,804,2500
2468252,"male","$70K+","South","white","Husband and wife only",0.6979,"less than 125 thousand","single family detached",1560,3492,53,2820,435,690,0
2468333,"female","$50K-$69,999","South","white","other household",0.556,"1.2-4 million","mobile home or trailer",2015,4723,236,1880,868,332,0
2468412,"male","$70K+","Northeast","white","other household",0.833,"4 million+","single family detached",1690,4382,70,1142,454,548,0
2468453,"female","$50K-$69,999","South","black","single person",0.5537,"1.2-4 million","single family detached",681,5985,0,915,399,99,0
2468512,"female","$50K-$69,999","West","asian","Husband and wife only",NA,"125-329 thousand","single family detached",1040,5200,11,527,1583,320,0
2468704,"male","$30K-$39,999","South","white","H/W, own children only, oldest child under 6 years old",0.4574,"125-329 thousand","3-plex or 4-plex",1885,3208,360,2019,0,915,0
2468732,"male","$70K+","West","white","Husband and wife only",0.9637,".33-1.19 million","single family detached",689,1649,6160,1215,454.2,205,0
2468773,"male","$70K+","West","asian","H/W, own children only, oldest child over 17 years old",0.979,"4 million+","single family detached",2700,6366,955,4084,1652,1393,0
2468882,"female","$40K-$49,999","West","asian","one parent, female, at least one child under 18 years old",0.4693,"1.2-4 million","single family detached",2214,4382,125,640,0,162,0
2468963,"female","$30K-$39,999","Northeast","white","one parent, female, at least one child under 18 years old",0.3898,"125-329 thousand","single family detached",2080,6389,583,1598,1270,1150,0
2469052,"male","$70K+","South","black","Husband and wife only",0.7024,"4 million+","single family detached",3711,6991,298,2388,50,486,0
2469202,"male","$20K-$29,999","Midwest","black","single person",0.3431,"1.2-4 million","high-rise",1235,1292,204,868,444,124,0
2469203,"male","$20K-$29,999","Midwest","black","single person",0.333,"1.2-4 million","high-rise",845,1789,113,1101,660,56,0
2469333,"male","<$5K","West","white","single person",0.0059,"1.2-4 million","dormitory",483,185,1137,2268,20,283,0
2469375,"male","$5K-$9,999","South","white","other household",0.0925,"125-329 thousand","apartment or flat",2682,3264,617,615,0,268,0
2469393,"female","$30K-$39,999","Northeast","white","single person",NA,".33-1.19 million","mobile home or trailer",780,2220,120,1688,0,430,0
2469523,"female","$70K+","Midwest","white","other household",0.8311,"less than 125 thousand","single family detached",2035,3532,887,1591,200,441,1200
2469542,"male","$20K-$29,999","South","black","Other H/W household",0.3206,"125-329 thousand","single family detached",3315,3577,40,976,1078.4,210,0
2469712,"female","$70K+","Midwest","black","Husband and wife only",0.7264,"125-329 thousand","single family detached",1075,3678,216,3896,370,639,0
2469713,"female","$70K+","Midwest","black","H/W, own children only, oldest child under 6 years old",0.7315,"125-329 thousand","single family detached",1170,3460,370,978,310,490,2000
2469783,"female","$30K-$39,999","West","black","single person",0.3796,"1.2-4 million","apartment or flat",481,2822,129,963,485,233,0
2469842,"male","$70K+","Midwest","white","H/W, own children only, oldest child under 6 years old",0.6896,"less than 125 thousand","single family detached",1300,3567,0,763,767,270,0
2469973,"male","$70K+","Northeast","asian","single person",0.9663,"4 million+","high-rise",3835,8429,195,651,1043,177,0
2470032,"male","$20K-$29,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.2495,"125-329 thousand","3-plex or 4-plex",2135,2781,1003,936,95,547,355
2470143,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.7707,"125-329 thousand","single family detached",2110,6829,800,29915,608,285,0
2470192,"male","$15K-$19,999","Midwest","white","single person",0.227,"4 million+","mobile home or trailer",1144,661,0,120,0,0,0
2470333,"female","$30K-$39,999","South","white","Husband and wife only",NA,"less than 125 thousand","single family detached",1920,918,0,375,1322.4,383,0
2470372,"female","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.9644,"4 million+","single family detached",4135,9288.5,1000,4430,500,1815,300
2470573,"male","<$5K","South","white","single person",0.0243,"1.2-4 million","single family detached",572,1350,0,0,0,0,0
2470583,"male","$15K-$19,999","West","white","Husband and wife only",0.1692,"125-329 thousand","single family detached",1820,862.5,140,2652,1573.4,177,0
2470642,"male","$70K+","West","white","Husband and wife only",0.7592,"less than 125 thousand","single family detached",1404,6490.5,85,870,290,26,0
2470693,"female","$10K-$14,999","South","white","single person",0.0058,"4 million+","single family detached",1680,5103.25,135,880,787,972,0
2470792,"female","$50K-$69,999","West","white","other household",0.5657,"125-329 thousand","3-plex or 4-plex",4892,6036,1048,15338,1623,2491,0
2470883,"male","$20K-$29,999","South","white","Husband and wife only",0.2883,"less than 125 thousand","single family detached",4095,2061.5,65,355,3441.4,69,0
2470902,"female","$5K-$9,999","Midwest","multi-race","single person",0.0794,"less than 125 thousand","single family detached",546,576,0,496,0,150,0
2470983,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.9122,"1.2-4 million","single family detached",4225,5629,1000,790,800,1154,0
2471022,"female","$5K-$9,999","South","white","single person",0.0843,"4 million+","duplex",884,2093,133,813,1518,176,0
2471095,"female","<$5K","Northeast","white","single person",0.0213,"125-329 thousand","garden",390,2400,54,602,0,175,150
2471162,"male","$50K-$69,999","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.5844,"125-329 thousand","single family detached",1863,2249.5,227,2007,877,1539,12
2471323,"male","$15K-$19,999","Midwest","white","other household",0.2176,"1.2-4 million","apartment or flat",650,2182,105,480,0,354,0
2471362,"male","$70K+","West","white","single person",0.7666,"125-329 thousand","single family detached",1888,4388,199,1418,260,762,3950
2471523,"female","$40K-$49,999","South","black","other household",0.3816,".33-1.19 million","single family detached",2080,3900,0,0,468,450,0
2471532,"female","<$5K","Northeast","white","single person",0.0283,"4 million+","row or townhouse inner unit",1040,8281,0,510,1219.2,278,0
2471565,"male","$30K-$39,999","West","white","single person",0.3574,"1.2-4 million","apartment or flat",1950,917,13,470,15,0,9500
2471672,"male","$40K-$49,999","Midwest","white","H/W, own children only, oldest child under 6 years old",0.5177,"4 million+","apartment or flat",1283,4720,402,898,200,447,3
2471703,"female","$70K+","Midwest","white","Husband and wife only",0.9482,"less than 125 thousand","single family detached",790,4411,1111,2767,2408,580,0
2471803,"male","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.8229,"4 million+","single family detached",3900,5226,375,594,180,610,0
2471832,"male","$20K-$29,999","Northeast","white","single person",0.2486,"4 million+","3-plex or 4-plex",728,4712,0,417,0,80,0
2471982,"female","$15K-$19,999","Northeast","white","single person",NA,"125-329 thousand","single family detached",572,1037,0,0,289.2,234,0
2471983,"female","$10K-$14,999","Northeast","white","single person",NA,"125-329 thousand","single family detached",585,1180,0,120,416.2,234,0
2472143,"female","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.9112,"125-329 thousand","single family detached",2870,3196,37,6064,870,533,303
2472222,"female","$70K+","West","white","one parent, female, at least one child under 18 years old",0.9052,"4 million+","single family detached",4160,8543,444,810,3800,478,0
2472313,"male","$20K-$29,999","West","white","single person",0.0304,"1.2-4 million","apartment or flat",1950,1776,75,548,240,325,0
2472394,"female","$10K-$14,999","West","white","one parent, female, at least one child under 18 years old",0.1578,"1.2-4 million","row or townhouse inner unit",1820,4073,182,1777,161,538,280
2472405,"male","$5K-$9,999","West","white","single person",0.0447,"125-329 thousand","apartment or flat",1057,856,23,342,255,20,2220
2472473,"female","$40K-$49,999","South","white","other household",0.4778,"125-329 thousand","single family detached",2880,1347.75,146,1515,744,1411,0
2472592,"male","$70K+","West","asian","H/W, own children only, oldest child 6-17 years old",0.9843,"4 million+","single family detached",3270,13746,2000,1740,1140,223,0
2472663,"male","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","single family detached",2235,4078,340,1260,226,524,0
2472692,"male","$10K-$14,999","South","white","single person",0.1459,"1.2-4 million","apartment or flat",1300,1731,30,825,0,63,0
2472852,"female","$40K-$49,999","West","white","single person",0.4911,"125-329 thousand","mobile home or trailer",1040,1008,0,1449,803.2,132,0
2472913,"female","$70K+","West","white","single person",0.7924,"125-329 thousand","single family detached",1105,5877,25,459,930,574,0
2472994,"male","$20K-$29,999","Midwest","white","single person",0.2819,"125-329 thousand","apartment or flat",845,1575,84,150,0,206,0
2473103,"female","$30K-$39,999","Midwest","white","Husband and wife only",NA,"125-329 thousand","single family detached",1325,1309,86,1111,1441.4,190,0
2473122,"female","$15K-$19,999","Midwest","white","single person",0.2251,"1.2-4 million","single family detached",780,985,0,385,893.2,0,0
2473253,"female","$30K-$39,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.4057,"less than 125 thousand","apartment or flat",1170,1243,216,612,0,984,0
2473272,"male","$15K-$19,999","South","white","single person",NA,"1.2-4 million","apartment or flat",455,1245,0,880,450,90,400
2473383,"male","$70K+","West","white","H/W, own children only, oldest child over 17 years old",0.6948,"1.2-4 million","mobile home or trailer",2436,5354,95,10376,1714,312,0
2473442,"female","$70K+","South","black","one parent, female, at least one child under 18 years old",0.7299,"less than 125 thousand","single family detached",2990,5180,1119,959,824,790,0
2473523,"male","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.7825,"125-329 thousand","single family detached",1105,4295,567,1674,33,528,500
2473562,"female","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.7395,"125-329 thousand","single family detached",3445,4785,572,1441,1093,434,35
2473624,"male","$15K-$19,999","South","white","other household",0.1759,"1.2-4 million","other",715,1007,187,750,0,17,0
2473762,"female","<$5K","West","white","single person",NA,"1.2-4 million","row or townhouse inner unit",624,1266,0,90,0,555,0
2473773,"male","$40K-$49,999","South","white","single person",0.5346,".33-1.19 million","single family detached",1690,1297.5,260,1127,0,200,0
2473893,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.9647,"1.2-4 million","single family detached",4095,8175,325,988,570,1295,0
2473932,"male","$70K+","Northeast","white","Husband and wife only",0.9368,"125-329 thousand","single family detached",2743,5005,358,2295,1378,542,0
2474033,"male","$20K-$29,999","South","white","one parent, male, at least one child under 18 years old",0.0027,"4 million+","single family detached",2964,6440,308,26490,1393.2,2123,0
2474064,"female","<$5K","Northeast","white","single person",0.0376,"125-329 thousand","garden",390,12,59,180,30,128,0
2474094,"male","$20K-$29,999","South","white","single person",0.2791,"less than 125 thousand","single family detached",455,3916,0,810,289.2,0,0
2474262,"female","$5K-$9,999","Northeast","white","single person",0.0867,"4 million+","high-rise",650,960,260,135,45,51,0
2474263,"female","$5K-$9,999","Northeast","white","single person",0.0762,"4 million+","high-rise",546,707,30,120,165,145,0
2474425,"female","<$5K","Northeast","white","single person",0.0111,".33-1.19 million","high-rise",0,100,300,150,0,30,0
2474432,"female","$10K-$14,999","South","white","single person",0.0453,"125-329 thousand","single family detached",559,1520,0,298,150,282,0
2474553,"female","$70K+","South","white","other household",0.6895,"1.2-4 million","single family detached",2015,5216,300,2235,0,620,0
2474582,"female","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",0.7376,"less than 125 thousand","single family detached",2860,126.25,280,2373,1450,886,0
2474733,"male","$70K+","Midwest","white","Husband and wife only",NA,"1.2-4 million","single family detached",1910,7552,0,835,357,501,0
2474842,"female","$20K-$29,999","South","white","Husband and wife only",NA,"less than 125 thousand","mobile home or trailer",585,1511,23,499,150,297,0
2474863,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8602,"4 million+","single family detached",2510,10372,733,4246,3026,1489,1485
2474952,"male","$40K-$49,999","Midwest","white","other household",0.5058,"4 million+","single family detached",2730,4227,0,1478,0,120,490
2475003,"male","$10K-$14,999","South","white","single person",0.1482,"1.2-4 million","single family detached",1170,961,50,844,421,30,0
2475092,"male","$70K+","Midwest","white","Husband and wife only",0.8365,"125-329 thousand","single family detached",1650,5663,486,1550,111,963,0
2475233,"female","$30K-$39,999","Midwest","white","single person",0.3564,"less than 125 thousand","single family detached",2210,4648,190,3881,326,1142,1550
2475313,"female","$70K+","South","white","other household",0.8519,"1.2-4 million","single family detached",2315,6639,300,1124,170,673,0
2475314,"female","$70K+","South","white","other household",0.7905,"1.2-4 million","single family detached",2470,7450,600,832,560,390,0
2475363,"female","$20K-$29,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.3199,"less than 125 thousand","single family detached",2210,2621.5,1957,1650,3047,473,0
2475412,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.9657,"1.2-4 million","single family detached",4450,2737,760,1432,1182,1880,60
2475513,"female","$40K-$49,999","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.4555,"4 million+","row or townhouse inner unit",2145,3314,440,1345,840,605,200
2475572,"female","$40K-$49,999","South","white","Other H/W household",0.4869,".33-1.19 million","single family detached",1560,3013,298,820,5,90,0
2475633,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","single family detached",2570,6984,830,2650,2786,1430,9000
2475742,"female","$30K-$39,999","South","white","Other H/W household",0.4426,"less than 125 thousand","single family detached",3250,1870.25,549,982,1493,452,300
2475823,"female","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",0.9377,"125-329 thousand","single family detached",2275,8609,127,2875,6433,208,0
2475872,"male","$15K-$19,999","South","black","single person",NA,"4 million+","high-rise",780,3170,0,300,0,0,0
2475923,"female","$5K-$9,999","South","white","single person",NA,"4 million+","high-rise",1170,0,0,0,0,0,0
2475963,"female","$40K-$49,999","Northeast","white","other household",0.2384,"4 million+","single family detached",1105,6160,576,1970,828.4,160,0
2475992,"male","$40K-$49,999","Northeast","white","single person",0.4764,"4 million+","single family detached",2028,3650,60,708,469.2,729,0
2476063,"male","$70K+","South","black","Husband and wife only",0.8421,"125-329 thousand","single family detached",1957,1857,75,2275,461.2,423,0
2476102,"male","$30K-$39,999","Northeast","white","Husband and wife only",0.4388,"125-329 thousand","single family detached",2015,3365,0,210,1958.4,294,0
2476254,"female","<$5K","Midwest","white","single person",0.0249,"less than 125 thousand","dormitory",246,3869,76,322,0,357,4250
2476272,"male","$20K-$29,999","South","black","single person",0.2356,"1.2-4 million","apartment or flat",2974,3999,332,461,0,117,0
2476443,"male","$70K+","West","asian","H/W, own children only, oldest child 6-17 years old",0.9625,"1.2-4 million","single family detached",4290,6606,640,8488,970,2802,0
2476462,"male","$10K-$14,999","South","black","single person",0.1158,".33-1.19 million","apartment or flat",2275,1469,0,120,0,186,0
2476572,"male","$30K-$39,999","Midwest","white","single person",0.3685,"1.2-4 million","single family detached",1105,2474,0,1350,0,311,0
2476583,"female","$40K-$49,999","Northeast","white","one parent, female, at least one child under 18 years old",0.508,"125-329 thousand","apartment or flat",1109,4875,90,2391,135,271,0
2476772,"female","$20K-$29,999","South","white","other household",NA,".33-1.19 million","single family detached",1040,1616,0,180,180,260,0
2476804,"female","$20K-$29,999","West","white","single person",NA,"4 million+","single family detached",1117,2675.5,0,0,0,0,0
2477012,"female","<$5K","West","asian","single person",0.0047,"1.2-4 million","row or townhouse inner unit",1495,1117,8,94,500,0,9996
2477072,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8147,"4 million+","single family detached",1300,6224,725,1233,2626,1368,0
2477202,"female","$70K+","Midwest","white","Husband and wife only",0.8031,"1.2-4 million","single family detached",3036,5218,681,2939,1053.4,1308,0
2477322,"female","$20K-$29,999","Midwest","white","Husband and wife only",0.303,"1.2-4 million","single family detached",845,1249.75,0,345,588.4,791,0
2477502,"male","$70K+","West","white","Husband and wife only",0.7305,"1.2-4 million","row or townhouse inner unit",1476,5431,135,1544,418,372,0
2477632,"male","$10K-$14,999","South","pacific islander","single person",0.1079,"125-329 thousand","row or townhouse inner unit",780,1252,54,0,361.2,0,0
2477762,"male","$50K-$69,999","South","black","single person",0.5978,"1.2-4 million","single family detached",1105,1350.5,120,293,0,760,0
2477892,"male","$70K+","Midwest","white","Husband and wife only",0.7579,"125-329 thousand","single family detached",975,3318,0,1287,1344,0,0
2478093,"female","$5K-$9,999","Midwest","white","single person",0.0685,"less than 125 thousand","dormitory",511,51,597,295,0,400,3000
2478094,"female","<$5K","Midwest","white","single person",0.0347,"less than 125 thousand","dormitory",394,0,284,180,0,160,0
2478232,"male","$15K-$19,999","Midwest","white","single person",0.2189,"less than 125 thousand","mobile home or trailer",520,607,150,1750,1603.2,96,0
2478442,"male","$20K-$29,999","Midwest","white","H/W, own children only, oldest child under 6 years old",0.2314,"less than 125 thousand","apartment or flat",975,3803,741,246,524,1303,0
2478522,"female","$10K-$14,999","West","white","single person",0.1071,"125-329 thousand","single family detached",1248,5415,0,602,409.2,120,0
2478722,"male","$40K-$49,999","South","white","Husband and wife only",0.4848,"less than 125 thousand","single family detached",1452,1981.25,766,3050,658,766,0
2478823,"male","$40K-$49,999","Northeast","white","single person",0.4679,"125-329 thousand","apartment or flat",1040,1699,246,200,0,0,0
2478824,"male","$5K-$9,999","Northeast","white","single person",0.0666,"125-329 thousand","apartment or flat",637,1160,389,144,0,0,0
2479012,"male","$70K+","West","white","Other H/W household",0.8545,"1.2-4 million","single family detached",3055,3306,933,1686,750,688,0
